,Unnamed: 0,Area Name,Quarter,No Of Establishments,Employment,One-Year Employment Gain/Loss (Percent),Average Weekly Wages,On-Year Weekly Wages Gain/Loss (Percent),Industry,FIPS
2169,187,Potter County,Fourth Quarter,588.0,6254.0,-5.0,1175.0,4.3,Professional and Business Services,48375.0
2170,188,Presidio County,Fourth Quarter,10.0,53.0,-5.4,534.0,22.5,Professional and Business Services,48377.0
2171,189,Rains County,Fourth Quarter,27.0,218.0,55.7,697.0,-19.7,Professional and Business Services,48379.0
2172,190,Randall County,Fourth Quarter,376.0,2622.0,2.2,1986.0,9.4,Professional and Business Services,48381.0
2173,191,Reagan County,Fourth Quarter,8.0,12.0,-40.0,609.0,-14.5,Professional and Business Services,48383.0
2174,192,Real County,Fourth Quarter,8.0,21.0,,654.0,,Professional and Business Services,48385.0
2175,193,Red River County,Fourth Quarter,15.0,84.0,27.3,1123.0,9.1,Professional and Business Services,48387.0
2176,194,Reeves County,Fourth Quarter,34.0,172.0,18.6,1032.0,12.2,Professional and Business Services,48389.0
2177,195,Refugio County,Fourth Quarter,12.0,,,,,Professional and Business Services,48391.0
2178,196,Roberts County,Fourth Quarter,4.0,7.0,40.0,378.0,16.0,Professional and Business Services,48393.0
2179,197,Robertson County,Fourth Quarter,25.0,100.0,9.9,992.0,24.2,Professional and Business Services,48395.0
2180,198,Rockwall County,Fourth Quarter,496.0,3030.0,9.4,1099.0,4.9,Professional and Business Services,48397.0
2181,199,Runnels County,Fourth Quarter,22.0,227.0,68.1,721.0,54.1,Professional and Business Services,48399.0
2182,200,Rusk County,Fourth Quarter,94.0,1347.0,-5.9,720.0,-3.7,Professional and Business Services,48401.0
2183,201,Sabine County,Fourth Quarter,23.0,49.0,25.6,1096.0,6.4,Professional and Business Services,48403.0
2184,202,San Augustine County,Fourth Quarter,16.0,40.0,0.0,907.0,1.8,Professional and Business Services,48405.0
2185,203,San Jacinto County,Fourth Quarter,34.0,120.0,-2.4,1090.0,-3.6,Professional and Business Services,48407.0
2186,204,San Patricio County,Fourth Quarter,139.0,1065.0,0.8,1344.0,17.6,Professional and Business Services,48409.0
2187,205,San Saba County,Fourth Quarter,15.0,38.0,,671.0,,Professional and Business Services,48411.0
2188,206,Schleicher County,Fourth Quarter,6.0,11.0,-45.0,643.0,-43.4,Professional and Business Services,48413.0
2189,207,Scurry County,Fourth Quarter,35.0,295.0,9.3,1533.0,17.0,Professional and Business Services,48415.0
2190,208,Shackelford County,Fourth Quarter,12.0,30.0,-3.2,848.0,9.6,Professional and Business Services,48417.0
2191,209,Shelby County,Fourth Quarter,48.0,464.0,-0.4,804.0,13.2,Professional and Business Services,48419.0
2192,210,Sherman County,Fourth Quarter,10.0,51.0,168.4,543.0,-19.1,Professional and Business Services,48421.0
2193,211,Smith County,Fourth Quarter,1013.0,10166.0,21.2,1124.0,2.3,Professional and Business Services,48423.0
2194,212,Somervell County,Fourth Quarter,30.0,249.0,3.8,1330.0,9.4,Professional and Business Services,48425.0
2195,213,Starr County,Fourth Quarter,70.0,406.0,4.1,628.0,-36.1,Professional and Business Services,48427.0
2196,214,Stephens County,Fourth Quarter,24.0,178.0,66.4,824.0,-12.2,Professional and Business Services,48429.0
2197,215,Sterling County,Fourth Quarter,10.0,20.0,0.0,274.0,-22.2,Professional and Business Services,48431.0
2198,216,Stonewall County,Fourth Quarter,1.0,,,,,Professional and Business Services,48433.0
2199,217,Sutton County,Fourth Quarter,15.0,96.0,-11.9,587.0,1.6,Professional and Business Services,48435.0
2200,218,Swisher County,Fourth Quarter,8.0,20.0,-25.9,942.0,13.5,Professional and Business Services,48437.0
2201,219,Tarrant County,Fourth Quarter,8099.0,100442.0,0.8,1248.0,7.2,Professional and Business Services,48439.0
2202,220,Taylor County,Fourth Quarter,538.0,5096.0,-1.0,860.0,-1.6,Professional and Business Services,48441.0
2203,221,Terrell County,Fourth Quarter,6.0,20.0,,651.0,,Professional and Business Services,48443.0
2204,222,Terry County,Fourth Quarter,18.0,97.0,-50.8,688.0,-16.6,Professional and Business Services,48445.0
2205,223,Throckmorton County,Fourth Quarter,6.0,11.0,10.0,501.0,31.5,Professional and Business Services,48447.0
2206,224,Titus County,Fourth Quarter,58.0,589.0,1.9,701.0,2.2,Professional and Business Services,48449.0
2207,225,Tom Green County,Fourth Quarter,362.0,3551.0,-0.3,788.0,8.4,Professional and Business Services,48451.0
2208,226,Travis County,Fourth Quarter,11413.0,141876.0,3.1,1610.0,1.2,Professional and Business Services,48453.0
2209,227,Trinity County,Fourth Quarter,20.0,70.0,,656.0,,Professional and Business Services,48455.0
2210,228,Tyler County,Fourth Quarter,26.0,58.0,-17.1,728.0,25.5,Professional and Business Services,48457.0
2211,229,Upshur County,Fourth Quarter,82.0,317.0,-21.3,2640.0,109.9,Professional and Business Services,48459.0
2212,230,Upton County,Fourth Quarter,6.0,,,,,Professional and Business Services,48461.0
2213,231,Uvalde County,Fourth Quarter,52.0,561.0,-13.6,592.0,0.9,Professional and Business Services,48463.0
2214,232,Val Verde County,Fourth Quarter,76.0,856.0,0.1,787.0,7.8,Professional and Business Services,48465.0
2215,233,Van Zandt County,Fourth Quarter,121.0,563.0,15.8,1250.0,-2.3,Professional and Business Services,48467.0
2216,234,Victoria County,Fourth Quarter,297.0,2319.0,-2.3,918.0,2.2,Professional and Business Services,48469.0
2217,236,Waller County,Fourth Quarter,106.0,799.0,20.2,974.0,3.6,Professional and Business Services,48473.0
2218,237,Ward County,Fourth Quarter,29.0,202.0,12.2,1329.0,37.2,Professional and Business Services,48475.0
2219,238,Washington County,Fourth Quarter,103.0,734.0,15.6,890.0,-2.1,Professional and Business Services,48477.0
2220,239,Webb County,Fourth Quarter,658.0,9445.0,3.2,588.0,-3.0,Professional and Business Services,48479.0
2221,240,Wharton County,Fourth Quarter,95.0,528.0,34.0,751.0,-3.8,Professional and Business Services,48481.0
2222,241,Wheeler County,Fourth Quarter,18.0,75.0,47.1,947.0,1.3,Professional and Business Services,48483.0
2223,242,Wichita County,Fourth Quarter,417.0,4549.0,13.6,738.0,-18.6,Professional and Business Services,48485.0
2224,243,Wilbarger County,Fourth Quarter,24.0,129.0,1.6,646.0,1.9,Professional and Business Services,48487.0
2225,244,Willacy County,Fourth Quarter,20.0,232.0,-29.1,683.0,9.1,Professional and Business Services,48489.0
2226,245,Williamson County,Fourth Quarter,2335.0,19344.0,-0.9,1396.0,7.0,Professional and Business Services,48491.0
2227,246,Wilson County,Fourth Quarter,97.0,364.0,3.7,972.0,10.0,Professional and Business Services,48493.0
2228,247,Winkler County,Fourth Quarter,11.0,108.0,40.3,1867.0,8.1,Professional and Business Services,48495.0
2229,248,Wise County,Fourth Quarter,166.0,900.0,-8.2,1107.0,29.8,Professional and Business Services,48497.0
2230,249,Wood County,Fourth Quarter,93.0,400.0,5.8,980.0,0.1,Professional and Business Services,48499.0
2231,250,Yoakum County,Fourth Quarter,21.0,85.0,-1.2,1659.0,5.1,Professional and Business Services,48501.0
2232,251,Young County,Fourth Quarter,63.0,307.0,11.6,1013.0,2.9,Professional and Business Services,48503.0
2233,252,Zapata County,Fourth Quarter,16.0,104.0,11.8,936.0,-24.6,Professional and Business Services,48505.0
2234,253,Zavala County,Fourth Quarter,12.0,143.0,13.5,588.0,-2.6,Professional and Business Services,48507.0
2235,254, ,,,,,,,,
2236,0,Anderson County,Fourth Quarter,383.0,5204.0,1.6,893.0,5.9,"Trade,Transportation, and Utilities",48001.0
2237,1,Andrews County,Fourth Quarter,118.0,1504.0,9.6,1260.0,15.4,"Trade,Transportation, and Utilities",48003.0
2238,2,Angelina County,Fourth Quarter,472.0,6988.0,-3.2,774.0,7.1,"Trade,Transportation, and Utilities",48005.0
2239,3,Aransas County,Fourth Quarter,115.0,1069.0,-14.8,753.0,-5.2,"Trade,Transportation, and Utilities",48007.0
2240,4,Archer County,Fourth Quarter,49.0,345.0,7.8,778.0,8.2,"Trade,Transportation, and Utilities",48009.0
2241,5,Armstrong County,Fourth Quarter,10.0,36.0,-10.0,465.0,2.9,"Trade,Transportation, and Utilities",48011.0
2242,6,Atascosa County,Fourth Quarter,217.0,3056.0,8.9,983.0,12.6,"Trade,Transportation, and Utilities",48013.0
2243,7,Austin County,Fourth Quarter,213.0,2907.0,-2.9,976.0,5.9,"Trade,Transportation, and Utilities",48015.0
2244,8,Bailey County,Fourth Quarter,62.0,610.0,3.6,968.0,4.8,"Trade,Transportation, and Utilities",48017.0
2245,9,Bandera County,Fourth Quarter,89.0,586.0,0.7,706.0,0.0,"Trade,Transportation, and Utilities",48019.0
2246,10,Bastrop County,Fourth Quarter,268.0,4149.0,1.9,724.0,12.4,"Trade,Transportation, and Utilities",48021.0
2247,11,Baylor County,Fourth Quarter,31.0,234.0,19.4,855.0,39.3,"Trade,Transportation, and Utilities",48023.0
2248,12,Bee County,Fourth Quarter,120.0,1441.0,6.3,718.0,14.1,"Trade,Transportation, and Utilities",48025.0
2249,13,Bell County,Fourth Quarter,1170.0,23520.0,-0.9,750.0,3.7,"Trade,Transportation, and Utilities",48027.0
2250,14,Bexar County,Fourth Quarter,7658.0,147228.0,0.7,811.0,2.5,"Trade,Transportation, and Utilities",48029.0
2251,15,Blanco County,Fourth Quarter,72.0,540.0,12.5,1022.0,-1.5,"Trade,Transportation, and Utilities",48031.0
2252,16,Borden County,Fourth Quarter,8.0,42.0,-58.0,630.0,67.6,"Trade,Transportation, and Utilities",48033.0
2253,17,Bosque County,Fourth Quarter,79.0,564.0,5.2,696.0,1.2,"Trade,Transportation, and Utilities",48035.0
2254,18,Bowie County,Fourth Quarter,553.0,9156.0,-5.3,775.0,4.9,"Trade,Transportation, and Utilities",48037.0
2255,19,Brazoria County,Fourth Quarter,1263.0,20817.0,3.7,802.0,2.7,"Trade,Transportation, and Utilities",48039.0
2256,20,Brazos County,Fourth Quarter,919.0,14358.0,2.2,669.0,7.0,"Trade,Transportation, and Utilities",48041.0
2257,21,Brewster County,Fourth Quarter,76.0,511.0,1.2,739.0,-11.8,"Trade,Transportation, and Utilities",48043.0
2258,22,Briscoe County,Fourth Quarter,11.0,40.0,-62.3,552.0,2.2,"Trade,Transportation, and Utilities",48045.0
2259,23,Brooks County,Fourth Quarter,25.0,281.0,10.6,742.0,29.0,"Trade,Transportation, and Utilities",48047.0
2260,24,Brown County,Fourth Quarter,228.0,2865.0,1.7,623.0,4.5,"Trade,Transportation, and Utilities",48049.0
2261,25,Burleson County,Fourth Quarter,100.0,1024.0,0.6,859.0,5.5,"Trade,Transportation, and Utilities",48051.0
2262,26,Burnet County,Fourth Quarter,242.0,3016.0,1.9,856.0,5.7,"Trade,Transportation, and Utilities",48053.0
2263,27,Caldwell County,Fourth Quarter,142.0,1958.0,-0.7,911.0,12.1,"Trade,Transportation, and Utilities",48055.0
2264,28,Calhoun County,Fourth Quarter,102.0,1163.0,-2.1,899.0,12.5,"Trade,Transportation, and Utilities",48057.0
2265,29,Callahan County,Fourth Quarter,56.0,558.0,1.6,1022.0,6.1,"Trade,Transportation, and Utilities",48059.0
2266,30,Cameron County,Fourth Quarter,1667.0,26044.0,-4.0,596.0,2.1,"Trade,Transportation, and Utilities",48061.0
2267,31,Camp County,Fourth Quarter,61.0,1098.0,1.9,1039.0,1.5,"Trade,Transportation, and Utilities",48063.0
2268,32,Carson County,Fourth Quarter,34.0,265.0,-32.6,787.0,16.9,"Trade,Transportation, and Utilities",48065.0
2269,33,Cass County,Fourth Quarter,124.0,1205.0,-2.4,660.0,8.6,"Trade,Transportation, and Utilities",48067.0
2270,34,Castro County,Fourth Quarter,71.0,520.0,5.1,770.0,4.6,"Trade,Transportation, and Utilities",48069.0
2271,35,Chambers County,Fourth Quarter,183.0,3686.0,11.2,1018.0,4.2,"Trade,Transportation, and Utilities",48071.0
2272,36,Cherokee County,Fourth Quarter,187.0,2776.0,3.7,724.0,3.3,"Trade,Transportation, and Utilities",48073.0
2273,37,Childress County,Fourth Quarter,35.0,453.0,-11.9,616.0,-28.5,"Trade,Transportation, and Utilities",48075.0
2274,38,Clay County,Fourth Quarter,35.0,317.0,1.6,845.0,19.4,"Trade,Transportation, and Utilities",48077.0
2275,39,Cochran County,Fourth Quarter,16.0,96.0,2.1,835.0,8.9,"Trade,Transportation, and Utilities",48079.0
2276,40,Coke County,Fourth Quarter,20.0,98.0,-13.3,509.0,63.7,"Trade,Transportation, and Utilities",48081.0
2277,41,Coleman County,Fourth Quarter,49.0,400.0,-5.0,549.0,5.2,"Trade,Transportation, and Utilities",48083.0
2278,42,Collin County,Fourth Quarter,4457.0,72086.0,2.6,960.0,4.2,"Trade,Transportation, and Utilities",48085.0
2279,43,Collingsworth County,Fourth Quarter,21.0,148.0,6.5,899.0,-13.7,"Trade,Transportation, and Utilities",48087.0
2280,44,Colorado County,Fourth Quarter,150.0,1366.0,-3.5,753.0,7.3,"Trade,Transportation, and Utilities",48089.0
2281,45,Comal County,Fourth Quarter,724.0,12995.0,-0.9,857.0,3.9,"Trade,Transportation, and Utilities",48091.0
2282,46,Comanche County,Fourth Quarter,85.0,801.0,1.8,668.0,6.4,"Trade,Transportation, and Utilities",48093.0
2283,47,Concho County,Fourth Quarter,14.0,74.0,-10.8,705.0,1.6,"Trade,Transportation, and Utilities",48095.0
2284,48,Cooke County,Fourth Quarter,244.0,2841.0,-5.4,753.0,3.3,"Trade,Transportation, and Utilities",48097.0
2285,49,Coryell County,Fourth Quarter,293.0,3624.0,38.5,699.0,2.9,"Trade,Transportation, and Utilities",48099.0
2286,50,Cottle County,Fourth Quarter,17.0,100.0,0.0,676.0,1.0,"Trade,Transportation, and Utilities",48101.0
2287,51,Crane County,Fourth Quarter,31.0,288.0,5.5,1161.0,8.9,"Trade,Transportation, and Utilities",48103.0
2288,52,Crockett County,Fourth Quarter,34.0,307.0,-12.0,753.0,24.5,"Trade,Transportation, and Utilities",48105.0
2289,53,Crosby County,Fourth Quarter,38.0,312.0,3.3,1186.0,17.0,"Trade,Transportation, and Utilities",48107.0
2290,54,Culberson County,Fourth Quarter,18.0,212.0,-48.0,650.0,22.4,"Trade,Transportation, and Utilities",48109.0
2291,55,Dallam County,Fourth Quarter,96.0,897.0,1.1,1039.0,11.6,"Trade,Transportation, and Utilities",48111.0
2292,56,Dallas County,Fourth Quarter,16012.0,365605.0,2.8,1074.0,-0.5,"Trade,Transportation, and Utilities",48113.0
2293,57,Dawson County,Fourth Quarter,91.0,975.0,-8.7,823.0,1.5,"Trade,Transportation, and Utilities",48115.0
2294,58,Deaf Smith County,Fourth Quarter,115.0,1654.0,-3.6,897.0,6.5,"Trade,Transportation, and Utilities",48117.0
2295,59,Delta County,Fourth Quarter,17.0,72.0,35.8,687.0,-9.4,"Trade,Transportation, and Utilities",48119.0
2296,60,Denton County,Fourth Quarter,3041.0,59326.0,7.6,891.0,3.1,"Trade,Transportation, and Utilities",48121.0
2297,61,DeWitt County,Fourth Quarter,96.0,1032.0,-7.4,800.0,9.9,"Trade,Transportation, and Utilities",48123.0
2298,62,Dickens County,Fourth Quarter,14.0,91.0,-1.1,673.0,-4.4,"Trade,Transportation, and Utilities",48125.0
2299,63,Dimmit County,Fourth Quarter,61.0,945.0,18.3,856.0,17.3,"Trade,Transportation, and Utilities",48127.0
2300,64,Donley County,Fourth Quarter,20.0,126.0,-6.0,513.0,1.0,"Trade,Transportation, and Utilities",48129.0
2301,65,Duval County,Fourth Quarter,40.0,293.0,-14.1,948.0,15.2,"Trade,Transportation, and Utilities",48131.0
2302,66,Eastland County,Fourth Quarter,116.0,1270.0,-2.2,753.0,-5.3,"Trade,Transportation, and Utilities",48133.0
2303,67,Ector County,Fourth Quarter,1090.0,17028.0,7.5,1068.0,12.8,"Trade,Transportation, and Utilities",48135.0
2304,68,Edwards County,Fourth Quarter,8.0,79.0,-6.0,419.0,-5.6,"Trade,Transportation, and Utilities",48137.0
2305,69,Ellis County,Fourth Quarter,683.0,11775.0,3.2,785.0,2.7,"Trade,Transportation, and Utilities",48139.0
2306,70,El Paso County,Fourth Quarter,4134.0,67175.0,-0.6,694.0,4.4,"Trade,Transportation, and Utilities",48141.0
2307,71,Erath County,Fourth Quarter,242.0,2866.0,-1.7,683.0,10.2,"Trade,Transportation, and Utilities",48143.0
2308,72,Falls County,Fourth Quarter,73.0,721.0,9.9,772.0,21.4,"Trade,Transportation, and Utilities",48145.0
2309,73,Fannin County,Fourth Quarter,118.0,1365.0,1.0,906.0,7.3,"Trade,Transportation, and Utilities",48147.0
2310,74,Fayette County,Fourth Quarter,176.0,2215.0,-2.6,919.0,16.5,"Trade,Transportation, and Utilities",48149.0
2311,75,Fisher County,Fourth Quarter,30.0,149.0,-5.1,908.0,-8.5,"Trade,Transportation, and Utilities",48151.0
2312,76,Floyd County,Fourth Quarter,45.0,314.0,0.3,951.0,13.2,"Trade,Transportation, and Utilities",48153.0
2313,77,Foard County,Fourth Quarter,9.0,62.0,-6.1,577.0,15.9,"Trade,Transportation, and Utilities",48155.0
2314,78,Fort Bend County,Fourth Quarter,2817.0,42204.0,4.3,846.0,6.7,"Trade,Transportation, and Utilities",48157.0
2315,79,Franklin County,Fourth Quarter,38.0,1199.0,2.6,685.0,11.7,"Trade,Transportation, and Utilities",48159.0
2316,80,Freestone County,Fourth Quarter,81.0,833.0,-2.9,895.0,-4.3,"Trade,Transportation, and Utilities",48161.0
2317,81,Frio County,Fourth Quarter,94.0,1205.0,-2.4,994.0,3.9,"Trade,Transportation, and Utilities",48163.0
2318,82,Gaines County,Fourth Quarter,133.0,1217.0,6.4,990.0,8.3,"Trade,Transportation, and Utilities",48165.0
2319,83,Galveston County,Fourth Quarter,1359.0,20360.0,1.6,774.0,7.2,"Trade,Transportation, and Utilities",48167.0
2320,84,Garza County,Fourth Quarter,29.0,263.0,-7.4,774.0,-3.6,"Trade,Transportation, and Utilities",48169.0
2321,85,Gillespie County,Fourth Quarter,226.0,2329.0,1.3,603.0,1.3,"Trade,Transportation, and Utilities",48171.0
2322,86,Glasscock County,Fourth Quarter,10.0,90.0,76.5,1605.0,12.9,"Trade,Transportation, and Utilities",48173.0
2323,87,Goliad County,Fourth Quarter,30.0,234.0,-13.3,548.0,18.4,"Trade,Transportation, and Utilities",48175.0
2324,88,Gonzales County,Fourth Quarter,121.0,1609.0,-2.7,835.0,14.9,"Trade,Transportation, and Utilities",48177.0
2325,89,Gray County,Fourth Quarter,142.0,1560.0,-5.6,798.0,11.9,"Trade,Transportation, and Utilities",48179.0
2326,90,Grayson County,Fourth Quarter,593.0,8444.0,0.0,748.0,3.0,"Trade,Transportation, and Utilities",48181.0
2327,91,Gregg County,Fourth Quarter,1013.0,15563.0,-0.5,889.0,7.0,"Trade,Transportation, and Utilities",48183.0
2328,92,Grimes County,Fourth Quarter,115.0,1512.0,1.2,913.0,-1.2,"Trade,Transportation, and Utilities",48185.0
2329,93,Guadalupe County,Fourth Quarter,432.0,10910.0,-1.7,705.0,4.1,"Trade,Transportation, and Utilities",48187.0
2330,94,Hale County,Fourth Quarter,195.0,3424.0,-0.1,783.0,3.3,"Trade,Transportation, and Utilities",48189.0
2331,95,Hall County,Fourth Quarter,22.0,158.0,46.3,524.0,-1.1,"Trade,Transportation, and Utilities",48191.0
2332,96,Hamilton County,Fourth Quarter,60.0,610.0,7.6,694.0,3.6,"Trade,Transportation, and Utilities",48193.0
2333,97,Hansford County,Fourth Quarter,47.0,386.0,5.8,923.0,3.6,"Trade,Transportation, and Utilities",48195.0
2334,98,Hardeman County,Fourth Quarter,26.0,195.0,17.5,623.0,12.9,"Trade,Transportation, and Utilities",48197.0
2335,99,Hardin County,Fourth Quarter,199.0,2679.0,-10.3,767.0,-0.5,"Trade,Transportation, and Utilities",48199.0
2336,100,Harris County,Fourth Quarter,25090.0,485145.0,1.6,1175.0,4.8,"Trade,Transportation, and Utilities",48201.0
2337,101,Harrison County,Fourth Quarter,309.0,3939.0,0.0,880.0,1.9,"Trade,Transportation, and Utilities",48203.0
2338,102,Hartley County,Fourth Quarter,34.0,402.0,-6.1,642.0,-1.7,"Trade,Transportation, and Utilities",48205.0
2339,103,Haskell County,Fourth Quarter,46.0,421.0,-6.7,711.0,10.6,"Trade,Transportation, and Utilities",48207.0
2340,104,Hays County,Fourth Quarter,889.0,18644.0,6.3,625.0,8.3,"Trade,Transportation, and Utilities",48209.0
2341,105,Hemphill County,Fourth Quarter,40.0,407.0,-20.5,1330.0,0.5,"Trade,Transportation, and Utilities",48211.0
2342,106,Henderson County,Fourth Quarter,319.0,3381.0,-0.7,694.0,12.5,"Trade,Transportation, and Utilities",48213.0
2343,107,Hidalgo County,Fourth Quarter,3564.0,54196.0,-2.8,654.0,7.6,"Trade,Transportation, and Utilities",48215.0
2344,108,Hill County,Fourth Quarter,201.0,2313.0,-1.9,628.0,5.2,"Trade,Transportation, and Utilities",48217.0
2345,109,Hockley County,Fourth Quarter,117.0,1633.0,-5.1,952.0,3.8,"Trade,Transportation, and Utilities",48219.0
2346,110,Hood County,Fourth Quarter,288.0,3475.0,-1.7,705.0,1.9,"Trade,Transportation, and Utilities",48221.0
2347,111,Hopkins County,Fourth Quarter,233.0,3586.0,1.8,803.0,5.8,"Trade,Transportation, and Utilities",48223.0
2348,112,Houston County,Fourth Quarter,181.0,1407.0,8.2,845.0,-6.8,"Trade,Transportation, and Utilities",48225.0
2349,113,Howard County,Fourth Quarter,188.0,2254.0,-4.3,915.0,10.2,"Trade,Transportation, and Utilities",48227.0
2350,114,Hudspeth County,Fourth Quarter,14.0,120.0,-1.6,785.0,8.9,"Trade,Transportation, and Utilities",48229.0
2351,115,Hunt County,Fourth Quarter,352.0,4841.0,-3.5,693.0,0.4,"Trade,Transportation, and Utilities",48231.0
2352,116,Hutchinson County,Fourth Quarter,94.0,1332.0,-6.9,690.0,7.3,"Trade,Transportation, and Utilities",48233.0
2353,117,Irion County,Fourth Quarter,17.0,87.0,-3.3,1434.0,16.7,"Trade,Transportation, and Utilities",48235.0
2354,118,Jack County,Fourth Quarter,50.0,333.0,-21.1,1262.0,16.9,"Trade,Transportation, and Utilities",48237.0
2355,119,Jackson County,Fourth Quarter,87.0,853.0,6.6,663.0,1.7,"Trade,Transportation, and Utilities",48239.0
2356,120,Jasper County,Fourth Quarter,167.0,2024.0,1.0,644.0,6.3,"Trade,Transportation, and Utilities",48241.0
2357,121,Jeff Davis County,Fourth Quarter,12.0,64.0,8.5,442.0,-0.2,"Trade,Transportation, and Utilities",48243.0
2358,122,Jefferson County,Fourth Quarter,1462.0,24461.0,1.0,886.0,7.8,"Trade,Transportation, and Utilities",48245.0
2359,123,Jim Hogg County,Fourth Quarter,25.0,222.0,-5.1,574.0,3.2,"Trade,Transportation, and Utilities",48247.0
2360,124,Jim Wells County,Fourth Quarter,221.0,2909.0,0.1,860.0,8.6,"Trade,Transportation, and Utilities",48249.0
2361,125,Johnson County,Fourth Quarter,719.0,11487.0,6.8,821.0,8.7,"Trade,Transportation, and Utilities",48251.0
2362,126,Jones County,Fourth Quarter,86.0,596.0,-0.2,926.0,8.2,"Trade,Transportation, and Utilities",48253.0
2363,127,Karnes County,Fourth Quarter,99.0,1073.0,14.5,914.0,6.2,"Trade,Transportation, and Utilities",48255.0
2364,128,Kaufman County,Fourth Quarter,480.0,7349.0,-1.6,801.0,4.7,"Trade,Transportation, and Utilities",48257.0
2365,129,Kendall County,Fourth Quarter,268.0,3578.0,1.4,908.0,-3.9,"Trade,Transportation, and Utilities",48259.0
2366,130,Kenedy County,Fourth Quarter,4.0,,,,,"Trade,Transportation, and Utilities",48261.0
2367,131,Kent County,Fourth Quarter,5.0,19.0,-9.5,398.0,-11.9,"Trade,Transportation, and Utilities",48263.0
2368,132,Kerr County,Fourth Quarter,277.0,3354.0,-4.4,624.0,-2.7,"Trade,Transportation, and Utilities",48265.0
2369,133,Kimble County,Fourth Quarter,35.0,248.0,-6.8,648.0,6.9,"Trade,Transportation, and Utilities",48267.0
2370,134,King County,Fourth Quarter,1.0,,,,,"Trade,Transportation, and Utilities",48269.0
2371,135,Kinney County,Fourth Quarter,10.0,158.0,14.5,773.0,-4.4,"Trade,Transportation, and Utilities",48271.0
2372,136,Kleberg County,Fourth Quarter,119.0,1699.0,-0.9,622.0,6.0,"Trade,Transportation, and Utilities",48273.0
2373,137,Knox County,Fourth Quarter,31.0,258.0,4.0,880.0,-12.1,"Trade,Transportation, and Utilities",48275.0
2374,138,Lamar County,Fourth Quarter,314.0,3702.0,-3.8,1104.0,44.5,"Trade,Transportation, and Utilities",48277.0
2375,139,Lamb County,Fourth Quarter,83.0,862.0,-1.9,959.0,4.0,"Trade,Transportation, and Utilities",48279.0
2376,140,Lampasas County,Fourth Quarter,76.0,853.0,-4.0,679.0,4.8,"Trade,Transportation, and Utilities",48281.0
2377,141,La Salle County,Fourth Quarter,38.0,435.0,120.8,829.0,20.3,"Trade,Transportation, and Utilities",48283.0
2378,142,Lavaca County,Fourth Quarter,134.0,1276.0,-1.2,773.0,16.2,"Trade,Transportation, and Utilities",48285.0
2379,143,Lee County,Fourth Quarter,112.0,1066.0,0.1,751.0,0.0,"Trade,Transportation, and Utilities",48287.0
2380,144,Leon County,Fourth Quarter,108.0,911.0,3.5,574.0,0.3,"Trade,Transportation, and Utilities",48289.0
2381,145,Liberty County,Fourth Quarter,279.0,3920.0,3.6,921.0,15.8,"Trade,Transportation, and Utilities",48291.0
2382,146,Limestone County,Fourth Quarter,109.0,1391.0,-13.5,773.0,-1.4,"Trade,Transportation, and Utilities",48293.0
2383,147,Lipscomb County,Fourth Quarter,22.0,226.0,4.1,1620.0,31.1,"Trade,Transportation, and Utilities",48295.0
2384,148,Live Oak County,Fourth Quarter,78.0,824.0,17.9,961.0,11.6,"Trade,Transportation, and Utilities",48297.0
2385,149,Llano County,Fourth Quarter,92.0,885.0,2.1,676.0,-1.3,"Trade,Transportation, and Utilities",48299.0
2386,150,Loving County,Fourth Quarter,1.0,,,,,"Trade,Transportation, and Utilities",48301.0
2387,151,Lubbock County,Fourth Quarter,1576.0,30150.0,0.4,764.0,3.5,"Trade,Transportation, and Utilities",48303.0
2388,152,Lynn County,Fourth Quarter,30.0,273.0,7.1,913.0,4.1,"Trade,Transportation, and Utilities",48305.0
2389,153,McCulloch County,Fourth Quarter,58.0,797.0,1.4,1060.0,32.7,"Trade,Transportation, and Utilities",48307.0
2390,154,McLennan County,Fourth Quarter,1191.0,20089.0,0.1,737.0,3.9,"Trade,Transportation, and Utilities",48309.0
2391,155,McMullen County,Fourth Quarter,15.0,80.0,-10.1,917.0,-11.1,"Trade,Transportation, and Utilities",48311.0
2392,156,Madison County,Fourth Quarter,53.0,883.0,3.6,729.0,8.5,"Trade,Transportation, and Utilities",48313.0
2393,157,Marion County,Fourth Quarter,39.0,280.0,-8.8,731.0,20.2,"Trade,Transportation, and Utilities",48315.0
2394,158,Martin County,Fourth Quarter,33.0,425.0,-4.5,1863.0,29.6,"Trade,Transportation, and Utilities",48317.0
2395,159,Mason County,Fourth Quarter,41.0,233.0,1.7,583.0,11.9,"Trade,Transportation, and Utilities",48319.0
2396,160,Matagorda County,Fourth Quarter,188.0,3082.0,-1.9,1496.0,7.2,"Trade,Transportation, and Utilities",48321.0
2397,161,Maverick County,Fourth Quarter,327.0,3828.0,-0.7,552.0,4.7,"Trade,Transportation, and Utilities",48323.0
2398,162,Medina County,Fourth Quarter,169.0,2185.0,12.9,747.0,1.2,"Trade,Transportation, and Utilities",48325.0
2399,163,Menard County,Fourth Quarter,14.0,89.0,3.5,415.0,-11.1,"Trade,Transportation, and Utilities",48327.0
2400,164,Midland County,Fourth Quarter,1034.0,19412.0,11.0,1151.0,13.4,"Trade,Transportation, and Utilities",48329.0
