,Area Name,Quarter,No Of Establishments,Employment,One-Year Employment Gain/Loss (Percent),Average Weekly Wages,On-Year Weekly Wages Gain/Loss (Percent),Industry,FIPS
863,Jack County,Fourth Quarter,1.0,,,,,Information,48237.0
864,Jackson County,Fourth Quarter,5.0,77.0,-22.2,1335.0,29.1,Information,48239.0
865,Jasper County,Fourth Quarter,7.0,32.0,-5.9,878.0,19.6,Information,48241.0
866,Jeff Davis County,Fourth Quarter,1.0,,,,,Information,48243.0
867,Jefferson County,Fourth Quarter,49.0,968.0,-5.7,991.0,2.5,Information,48245.0
868,Jim Hogg County,Fourth Quarter,2.0,,,,,Information,48247.0
869,Jim Wells County,Fourth Quarter,3.0,30.0,-18.9,572.0,-1.7,Information,48249.0
870,Johnson County,Fourth Quarter,28.0,466.0,-5.5,1098.0,8.7,Information,48251.0
871,Jones County,Fourth Quarter,5.0,,,,,Information,48253.0
872,Karnes County,Fourth Quarter,2.0,,,,,Information,48255.0
873,Kaufman County,Fourth Quarter,22.0,118.0,-39.8,858.0,38.6,Information,48257.0
874,Kendall County,Fourth Quarter,17.0,127.0,1.6,3337.0,4.0,Information,48259.0
875,Kerr County,Fourth Quarter,18.0,255.0,-0.8,1018.0,6.9,Information,48265.0
876,Kimble County,Fourth Quarter,1.0,,,,,Information,48267.0
877,Kleberg County,Fourth Quarter,7.0,91.0,5.8,2997.0,21.9,Information,48273.0
878,Knox County,Fourth Quarter,1.0,,,,,Information,48275.0
879,Lamar County,Fourth Quarter,14.0,151.0,8.6,981.0,8.2,Information,48277.0
880,Lampasas County,Fourth Quarter,5.0,25.0,-3.8,679.0,-1.9,Information,48281.0
881,Lavaca County,Fourth Quarter,6.0,22.0,-18.5,391.0,-5.3,Information,48285.0
882,Lee County,Fourth Quarter,4.0,28.0,-3.4,907.0,-3.0,Information,48287.0
883,Leon County,Fourth Quarter,7.0,11.0,0.0,574.0,-9.6,Information,48289.0
884,Liberty County,Fourth Quarter,11.0,85.0,0.0,1012.0,-11.8,Information,48291.0
885,Limestone County,Fourth Quarter,6.0,43.0,79.2,914.0,-21.5,Information,48293.0
886,Lipscomb County,Fourth Quarter,1.0,,,,,Information,48295.0
887,Live Oak County,Fourth Quarter,5.0,13.0,30.0,951.0,-21.1,Information,48297.0
888,Llano County,Fourth Quarter,5.0,19.0,5.6,554.0,-13.3,Information,48299.0
889,Lubbock County,Fourth Quarter,81.0,2851.0,-16.1,1100.0,1.6,Information,48303.0
890,Lynn County,Fourth Quarter,5.0,43.0,2.4,1222.0,-6.4,Information,48305.0
891,McCulloch County,Fourth Quarter,4.0,27.0,8.0,557.0,21.6,Information,48307.0
892,McLennan County,Fourth Quarter,65.0,929.0,-7.5,1039.0,4.1,Information,48309.0
893,Madison County,Fourth Quarter,3.0,,,,,Information,48313.0
894,Martin County,Fourth Quarter,2.0,,,,,Information,48317.0
895,Mason County,Fourth Quarter,2.0,,,,,Information,48319.0
896,Matagorda County,Fourth Quarter,10.0,133.0,133.3,424.0,-29.6,Information,48321.0
897,Maverick County,Fourth Quarter,10.0,169.0,67.3,1272.0,69.6,Information,48323.0
898,Medina County,Fourth Quarter,12.0,78.0,5.4,888.0,4.5,Information,48325.0
899,Menard County,Fourth Quarter,1.0,,,,,Information,48327.0
900,Midland County,Fourth Quarter,44.0,853.0,-12.4,1242.0,25.8,Information,48329.0
901,Milam County,Fourth Quarter,8.0,49.0,-10.9,788.0,12.3,Information,48331.0
902,Mills County,Fourth Quarter,3.0,,,,,Information,48333.0
903,Mitchell County,Fourth Quarter,4.0,9.0,-10.0,569.0,-45.9,Information,48335.0
904,Montague County,Fourth Quarter,6.0,32.0,-8.6,628.0,5.7,Information,48337.0
905,Montgomery County,Fourth Quarter,115.0,1243.0,0.5,1369.0,0.5,Information,48339.0
906,Moore County,Fourth Quarter,6.0,34.0,-29.2,696.0,-23.2,Information,48341.0
907,Morris County,Fourth Quarter,6.0,29.0,3.6,754.0,10.6,Information,48343.0
908,Nacogdoches County,Fourth Quarter,15.0,121.0,-6.9,920.0,0.7,Information,48347.0
909,Navarro County,Fourth Quarter,8.0,125.0,-0.8,735.0,5.9,Information,48349.0
910,Newton County,Fourth Quarter,1.0,,,,,Information,48351.0
911,Nolan County,Fourth Quarter,5.0,41.0,24.2,687.0,-5.9,Information,48353.0
912,Nueces County,Fourth Quarter,89.0,1554.0,-0.3,1019.0,-2.5,Information,48355.0
913,Ochiltree County,Fourth Quarter,5.0,35.0,-5.4,864.0,1.3,Information,48357.0
914,Oldham County,Fourth Quarter,1.0,,,,,Information,48359.0
915,Orange County,Fourth Quarter,12.0,57.0,-30.5,1157.0,56.4,Information,48361.0
916,Palo Pinto County,Fourth Quarter,5.0,33.0,-2.9,845.0,-4.6,Information,48363.0
917,Panola County,Fourth Quarter,4.0,32.0,-25.6,405.0,-30.2,Information,48365.0
918,Parker County,Fourth Quarter,33.0,297.0,-22.3,1041.0,8.9,Information,48367.0
919,Parmer County,Fourth Quarter,6.0,19.0,-5.0,473.0,-9.6,Information,48369.0
920,Pecos County,Fourth Quarter,4.0,28.0,-3.4,545.0,5.8,Information,48371.0
921,Polk County,Fourth Quarter,11.0,123.0,2.5,1375.0,3.1,Information,48373.0
922,Potter County,Fourth Quarter,36.0,738.0,-5.3,1164.0,6.6,Information,48375.0
923,Presidio County,Fourth Quarter,2.0,,,,,Information,48377.0
924,Rains County,Fourth Quarter,2.0,,,,,Information,48379.0
925,Randall County,Fourth Quarter,24.0,394.0,-2.7,946.0,5.8,Information,48381.0
926,Real County,Fourth Quarter,1.0,,,,,Information,48385.0
927,Red River County,Fourth Quarter,4.0,11.0,0.0,954.0,-15.8,Information,48387.0
928,Reeves County,Fourth Quarter,4.0,22.0,-12.0,1048.0,19.8,Information,48389.0
929,Refugio County,Fourth Quarter,2.0,,,,,Information,48391.0
930,Robertson County,Fourth Quarter,4.0,11.0,22.2,759.0,-11.1,Information,48395.0
931,Rockwall County,Fourth Quarter,33.0,176.0,-9.7,1393.0,12.8,Information,48397.0
932,Rusk County,Fourth Quarter,10.0,115.0,-12.2,1803.0,6.1,Information,48401.0
933,Sabine County,Fourth Quarter,2.0,,,,,Information,48403.0
934,San Augustine County,Fourth Quarter,1.0,,,,,Information,48405.0
935,San Jacinto County,Fourth Quarter,3.0,3.0,-25.0,415.0,16.9,Information,48407.0
936,San Patricio County,Fourth Quarter,11.0,164.0,3.1,952.0,5.2,Information,48409.0
937,San Saba County,Fourth Quarter,1.0,,,,,Information,48411.0
938,Schleicher County,Fourth Quarter,1.0,,,,,Information,48413.0
939,Scurry County,Fourth Quarter,6.0,45.0,-10.0,700.0,-2.6,Information,48415.0
940,Shackelford County,Fourth Quarter,1.0,,,,,Information,48417.0
941,Shelby County,Fourth Quarter,8.0,23.0,9.5,917.0,-4.0,Information,48419.0
942,Sherman County,Fourth Quarter,1.0,,,,,Information,48421.0
943,Smith County,Fourth Quarter,70.0,1295.0,-38.2,1145.0,19.9,Information,48423.0
944,Somervell County,Fourth Quarter,5.0,9.0,-10.0,954.0,-20.2,Information,48425.0
945,Starr County,Fourth Quarter,5.0,45.0,-65.6,466.0,-43.0,Information,48427.0
946,Stephens County,Fourth Quarter,2.0,,,,,Information,48429.0
947,Sutton County,Fourth Quarter,1.0,,,,,Information,48435.0
948,Swisher County,Fourth Quarter,2.0,,,,,Information,48437.0
949,Tarrant County,Fourth Quarter,498.0,9900.0,-3.1,1370.0,1.2,Information,48439.0
950,Taylor County,Fourth Quarter,52.0,862.0,-3.4,809.0,1.8,Information,48441.0
951,Terry County,Fourth Quarter,4.0,15.0,-11.8,1042.0,-3.8,Information,48445.0
952,Titus County,Fourth Quarter,10.0,64.0,-20.0,1099.0,29.6,Information,48449.0
953,Tom Green County,Fourth Quarter,31.0,683.0,-3.0,900.0,1.7,Information,48451.0
954,Travis County,Fourth Quarter,1035.0,27048.0,8.8,1868.0,6.8,Information,48453.0
955,Trinity County,Fourth Quarter,3.0,,,,,Information,48455.0
956,Tyler County,Fourth Quarter,3.0,,,,,Information,48457.0
957,Upshur County,Fourth Quarter,7.0,317.0,3.9,968.0,6.8,Information,48459.0
958,Uvalde County,Fourth Quarter,8.0,62.0,-7.5,944.0,4.5,Information,48463.0
959,Val Verde County,Fourth Quarter,12.0,142.0,1.4,656.0,-0.6,Information,48465.0
960,Van Zandt County,Fourth Quarter,8.0,41.0,-10.9,914.0,27.1,Information,48467.0
961,Victoria County,Fourth Quarter,24.0,395.0,-6.4,845.0,-2.4,Information,48469.0
962,Walker County,Fourth Quarter,14.0,130.0,-6.5,804.0,-8.0,Information,48471.0
963,Waller County,Fourth Quarter,8.0,19.0,-29.6,1266.0,16.7,Information,48473.0
964,Ward County,Fourth Quarter,4.0,29.0,-6.5,1132.0,14.7,Information,48475.0
965,Washington County,Fourth Quarter,12.0,146.0,-7.0,1224.0,101.0,Information,48477.0
966,Webb County,Fourth Quarter,47.0,763.0,12.7,781.0,-8.0,Information,48479.0
967,Wharton County,Fourth Quarter,9.0,64.0,-21.0,605.0,-0.2,Information,48481.0
968,Wheeler County,Fourth Quarter,2.0,,,,,Information,48483.0
969,Wichita County,Fourth Quarter,42.0,621.0,,863.0,,Information,48485.0
970,Wilbarger County,Fourth Quarter,6.0,97.0,-1.0,757.0,1.7,Information,48487.0
971,Willacy County,Fourth Quarter,5.0,,,,,Information,48489.0
972,Williamson County,Fourth Quarter,161.0,1737.0,0.2,1105.0,-1.2,Information,48491.0
973,Wilson County,Fourth Quarter,9.0,56.0,-5.1,716.0,-11.7,Information,48493.0
974,Winkler County,Fourth Quarter,1.0,,,,,Information,48495.0
975,Wise County,Fourth Quarter,9.0,86.0,1.2,736.0,-2.4,Information,48497.0
976,Wood County,Fourth Quarter,9.0,135.0,-7.5,1110.0,6.5,Information,48499.0
977,Yoakum County,Fourth Quarter,3.0,9.0,,793.0,,Information,48501.0
978,Young County,Fourth Quarter,7.0,69.0,-15.9,816.0,7.4,Information,48503.0
979,Zapata County,Fourth Quarter,4.0,16.0,23.1,544.0,0.2,Information,48505.0
980,Zavala County,Fourth Quarter,2.0,,,,,Information,48507.0
981, ,,,,,,,,
982,Anderson County,Fourth Quarter,111.0,1589.0,3.9,288.0,2.5,Leisure and Hospitality,48001.0
983,Andrews County,Fourth Quarter,40.0,502.0,9.1,481.0,4.6,Leisure and Hospitality,48003.0
984,Angelina County,Fourth Quarter,157.0,3550.0,12.7,320.0,2.9,Leisure and Hospitality,48005.0
985,Aransas County,Fourth Quarter,124.0,949.0,-30.6,338.0,2.7,Leisure and Hospitality,48007.0
986,Archer County,Fourth Quarter,8.0,59.0,,205.0,,Leisure and Hospitality,48009.0
987,Armstrong County,Fourth Quarter,3.0,17.0,,364.0,,Leisure and Hospitality,48011.0
988,Atascosa County,Fourth Quarter,93.0,1258.0,15.0,292.0,0.7,Leisure and Hospitality,48013.0
989,Austin County,Fourth Quarter,78.0,835.0,-4.5,335.0,3.7,Leisure and Hospitality,48015.0
990,Bailey County,Fourth Quarter,16.0,245.0,11.9,282.0,3.7,Leisure and Hospitality,48017.0
991,Bandera County,Fourth Quarter,58.0,531.0,9.5,523.0,19.7,Leisure and Hospitality,48019.0
992,Bastrop County,Fourth Quarter,147.0,2827.0,9.7,391.0,-2.5,Leisure and Hospitality,48021.0
993,Baylor County,Fourth Quarter,12.0,86.0,-1.1,239.0,-14.9,Leisure and Hospitality,48023.0
994,Bee County,Fourth Quarter,61.0,886.0,8.2,296.0,-3.3,Leisure and Hospitality,48025.0
995,Bell County,Fourth Quarter,675.0,12785.0,6.0,309.0,4.0,Leisure and Hospitality,48027.0
996,Bexar County,Fourth Quarter,4344.0,112569.0,2.3,429.0,1.9,Leisure and Hospitality,48029.0
997,Blanco County,Fourth Quarter,43.0,401.0,22.3,348.0,1.8,Leisure and Hospitality,48031.0
998,Bosque County,Fourth Quarter,37.0,288.0,23.6,268.0,9.8,Leisure and Hospitality,48035.0
999,Bowie County,Fourth Quarter,220.0,5142.0,-2.0,311.0,2.6,Leisure and Hospitality,48037.0
1000,Brazoria County,Fourth Quarter,609.0,12089.0,2.9,354.0,6.3,Leisure and Hospitality,48039.0
1001,Brazos County,Fourth Quarter,520.0,15545.0,8.2,362.0,3.1,Leisure and Hospitality,48041.0
1002,Brewster County,Fourth Quarter,56.0,954.0,1.7,403.0,-1.2,Leisure and Hospitality,48043.0
1003,Briscoe County,Fourth Quarter,4.0,,,,,Leisure and Hospitality,48045.0
1004,Brooks County,Fourth Quarter,17.0,275.0,4.2,409.0,0.2,Leisure and Hospitality,48047.0
1005,Brown County,Fourth Quarter,79.0,1353.0,-6.6,264.0,-1.5,Leisure and Hospitality,48049.0
1006,Burleson County,Fourth Quarter,39.0,350.0,11.5,332.0,3.8,Leisure and Hospitality,48051.0
1007,Burnet County,Fourth Quarter,141.0,2002.0,10.5,414.0,1.7,Leisure and Hospitality,48053.0
1008,Caldwell County,Fourth Quarter,76.0,925.0,-2.7,386.0,-2.0,Leisure and Hospitality,48055.0
1009,Calhoun County,Fourth Quarter,83.0,919.0,11.1,288.0,1.4,Leisure and Hospitality,48057.0
1010,Callahan County,Fourth Quarter,22.0,280.0,16.2,265.0,3.5,Leisure and Hospitality,48059.0
1011,Cameron County,Fourth Quarter,771.0,15177.0,4.2,295.0,1.4,Leisure and Hospitality,48061.0
1012,Camp County,Fourth Quarter,21.0,249.0,-3.9,258.0,4.5,Leisure and Hospitality,48063.0
1013,Carson County,Fourth Quarter,15.0,117.0,30.0,289.0,-4.6,Leisure and Hospitality,48065.0
1014,Cass County,Fourth Quarter,53.0,626.0,-0.3,252.0,2.4,Leisure and Hospitality,48067.0
1015,Castro County,Fourth Quarter,15.0,89.0,-3.3,260.0,23.8,Leisure and Hospitality,48069.0
1016,Chambers County,Fourth Quarter,85.0,1124.0,5.1,318.0,0.3,Leisure and Hospitality,48071.0
1017,Cherokee County,Fourth Quarter,62.0,1084.0,-3.6,302.0,8.2,Leisure and Hospitality,48073.0
1018,Childress County,Fourth Quarter,23.0,329.0,-0.6,268.0,-4.6,Leisure and Hospitality,48075.0
1019,Clay County,Fourth Quarter,4.0,56.0,12.0,209.0,-5.0,Leisure and Hospitality,48077.0
1020,Cochran County,Fourth Quarter,4.0,,,,,Leisure and Hospitality,48079.0
1021,Coke County,Fourth Quarter,7.0,23.0,9.5,233.0,4.0,Leisure and Hospitality,48081.0
1022,Coleman County,Fourth Quarter,26.0,228.0,21.9,274.0,9.6,Leisure and Hospitality,48083.0
1023,Collin County,Fourth Quarter,2245.0,47090.0,5.0,492.0,6.7,Leisure and Hospitality,48085.0
1024,Collingsworth County,Fourth Quarter,13.0,78.0,9.9,198.0,-2.0,Leisure and Hospitality,48087.0
1025,Colorado County,Fourth Quarter,53.0,645.0,3.7,396.0,8.5,Leisure and Hospitality,48089.0
1026,Comal County,Fourth Quarter,408.0,8053.0,7.4,364.0,0.3,Leisure and Hospitality,48091.0
1027,Comanche County,Fourth Quarter,21.0,215.0,-2.7,257.0,7.5,Leisure and Hospitality,48093.0
1028,Concho County,Fourth Quarter,5.0,37.0,-27.5,671.0,47.5,Leisure and Hospitality,48095.0
1029,Cooke County,Fourth Quarter,78.0,1450.0,-2.6,357.0,0.8,Leisure and Hospitality,48097.0
1030,Coryell County,Fourth Quarter,99.0,1861.0,5.1,307.0,8.9,Leisure and Hospitality,48099.0
1031,Cottle County,Fourth Quarter,4.0,17.0,-43.3,197.0,-37.3,Leisure and Hospitality,48101.0
1032,Crane County,Fourth Quarter,6.0,53.0,20.5,216.0,-6.9,Leisure and Hospitality,48103.0
1033,Crockett County,Fourth Quarter,25.0,222.0,7.8,301.0,9.9,Leisure and Hospitality,48105.0
1034,Crosby County,Fourth Quarter,7.0,29.0,-25.6,297.0,6.8,Leisure and Hospitality,48107.0
1035,Culberson County,Fourth Quarter,13.0,184.0,-18.9,333.0,-7.5,Leisure and Hospitality,48109.0
1036,Dallam County,Fourth Quarter,31.0,271.0,1.9,305.0,1.0,Leisure and Hospitality,48111.0
1037,Dallas County,Fourth Quarter,6987.0,161779.0,0.9,558.0,2.6,Leisure and Hospitality,48113.0
1038,Dawson County,Fourth Quarter,28.0,362.0,10.7,289.0,-5.6,Leisure and Hospitality,48115.0
1039,Deaf Smith County,Fourth Quarter,37.0,403.0,-10.4,286.0,7.9,Leisure and Hospitality,48117.0
1040,Delta County,Fourth Quarter,4.0,22.0,37.5,335.0,-9.0,Leisure and Hospitality,48119.0
1041,Denton County,Fourth Quarter,1497.0,32736.0,6.0,374.0,2.7,Leisure and Hospitality,48121.0
1042,DeWitt County,Fourth Quarter,56.0,587.0,6.7,296.0,7.6,Leisure and Hospitality,48123.0
1043,Dickens County,Fourth Quarter,4.0,38.0,0.0,228.0,1.3,Leisure and Hospitality,48125.0
1044,Dimmit County,Fourth Quarter,29.0,463.0,14.6,321.0,-3.6,Leisure and Hospitality,48127.0
1045,Donley County,Fourth Quarter,13.0,106.0,12.8,273.0,-6.8,Leisure and Hospitality,48129.0
1046,Duval County,Fourth Quarter,18.0,137.0,2.2,260.0,0.0,Leisure and Hospitality,48131.0
1047,Eastland County,Fourth Quarter,44.0,516.0,11.4,277.0,5.7,Leisure and Hospitality,48133.0
1048,Ector County,Fourth Quarter,343.0,8419.0,8.2,394.0,8.2,Leisure and Hospitality,48135.0
1049,Edwards County,Fourth Quarter,6.0,24.0,26.3,346.0,-12.4,Leisure and Hospitality,48137.0
1050,Ellis County,Fourth Quarter,260.0,5200.0,2.8,311.0,4.4,Leisure and Hospitality,48139.0
1051,El Paso County,Fourth Quarter,1618.0,34503.0,2.0,302.0,1.3,Leisure and Hospitality,48141.0
1052,Erath County,Fourth Quarter,108.0,2080.0,4.6,285.0,-1.0,Leisure and Hospitality,48143.0
1053,Falls County,Fourth Quarter,13.0,228.0,57.2,248.0,0.4,Leisure and Hospitality,48145.0
1054,Fannin County,Fourth Quarter,46.0,500.0,-8.9,267.0,11.3,Leisure and Hospitality,48147.0
1055,Fayette County,Fourth Quarter,101.0,1150.0,0.2,338.0,7.0,Leisure and Hospitality,48149.0
1056,Fisher County,Fourth Quarter,6.0,23.0,-8.0,264.0,3.1,Leisure and Hospitality,48151.0
1057,Floyd County,Fourth Quarter,11.0,57.0,7.5,294.0,8.9,Leisure and Hospitality,48153.0
1058,Foard County,Fourth Quarter,5.0,27.0,50.0,214.0,1.9,Leisure and Hospitality,48155.0
1059,Fort Bend County,Fourth Quarter,1165.0,25432.0,4.7,378.0,4.7,Leisure and Hospitality,48157.0
1060,Franklin County,Fourth Quarter,14.0,161.0,-0.6,269.0,-1.8,Leisure and Hospitality,48159.0
1061,Freestone County,Fourth Quarter,35.0,634.0,7.1,259.0,-6.2,Leisure and Hospitality,48161.0
1062,Frio County,Fourth Quarter,48.0,468.0,-2.3,293.0,0.3,Leisure and Hospitality,48163.0
1063,Gaines County,Fourth Quarter,36.0,464.0,2.9,318.0,2.3,Leisure and Hospitality,48165.0
1064,Galveston County,Fourth Quarter,791.0,18007.0,0.2,384.0,5.2,Leisure and Hospitality,48167.0
1065,Garza County,Fourth Quarter,17.0,172.0,-2.8,253.0,0.8,Leisure and Hospitality,48169.0
1066,Gillespie County,Fourth Quarter,148.0,1962.0,3.8,465.0,1.8,Leisure and Hospitality,48171.0
1067,Glasscock County,Fourth Quarter,1.0,,,,,Leisure and Hospitality,48173.0
1068,Goliad County,Fourth Quarter,18.0,185.0,5.1,288.0,4.3,Leisure and Hospitality,48175.0
1069,Gonzales County,Fourth Quarter,42.0,423.0,-2.8,311.0,6.9,Leisure and Hospitality,48177.0
1070,Gray County,Fourth Quarter,44.0,665.0,6.9,313.0,3.6,Leisure and Hospitality,48179.0
1071,Grayson County,Fourth Quarter,248.0,5006.0,-1.1,337.0,3.4,Leisure and Hospitality,48181.0
1072,Gregg County,Fourth Quarter,383.0,7001.0,-3.1,312.0,4.3,Leisure and Hospitality,48183.0
1073,Grimes County,Fourth Quarter,47.0,400.0,-11.3,398.0,12.1,Leisure and Hospitality,48185.0
1074,Guadalupe County,Fourth Quarter,230.0,4103.0,2.1,342.0,2.4,Leisure and Hospitality,48187.0
1075,Hale County,Fourth Quarter,66.0,1108.0,6.4,291.0,0.3,Leisure and Hospitality,48189.0
1076,Hall County,Fourth Quarter,7.0,64.0,48.8,203.0,-3.3,Leisure and Hospitality,48191.0
1077,Hamilton County,Fourth Quarter,21.0,253.0,4.1,303.0,18.4,Leisure and Hospitality,48193.0
1078,Hansford County,Fourth Quarter,9.0,63.0,0.0,249.0,-8.8,Leisure and Hospitality,48195.0
1079,Hardeman County,Fourth Quarter,8.0,89.0,-26.4,197.0,1.5,Leisure and Hospitality,48197.0
1080,Hardin County,Fourth Quarter,95.0,1627.0,5.8,281.0,1.8,Leisure and Hospitality,48199.0
1081,Harris County,Fourth Quarter,10180.0,229147.0,1.2,490.0,4.3,Leisure and Hospitality,48201.0
1082,Harrison County,Fourth Quarter,109.0,1747.0,12.9,295.0,-0.7,Leisure and Hospitality,48203.0
1083,Hartley County,Fourth Quarter,5.0,104.0,-2.8,327.0,31.3,Leisure and Hospitality,48205.0
1084,Haskell County,Fourth Quarter,13.0,91.0,-19.5,222.0,-6.7,Leisure and Hospitality,48207.0
1085,Hays County,Fourth Quarter,472.0,9665.0,11.0,355.0,0.0,Leisure and Hospitality,48209.0
1086,Hemphill County,Fourth Quarter,10.0,75.0,1.4,350.0,-0.6,Leisure and Hospitality,48211.0
1087,Henderson County,Fourth Quarter,151.0,2073.0,-1.5,283.0,6.0,Leisure and Hospitality,48213.0
1088,Hidalgo County,Fourth Quarter,1180.0,24613.0,2.7,298.0,1.0,Leisure and Hospitality,48215.0
1089,Hill County,Fourth Quarter,77.0,1024.0,3.3,280.0,0.0,Leisure and Hospitality,48217.0
1090,Hockley County,Fourth Quarter,40.0,632.0,16.8,293.0,-4.6,Leisure and Hospitality,48219.0
1091,Hood County,Fourth Quarter,132.0,2122.0,2.2,370.0,1.9,Leisure and Hospitality,48221.0
1092,Hopkins County,Fourth Quarter,71.0,1357.0,10.9,312.0,-9.3,Leisure and Hospitality,48223.0
1093,Houston County,Fourth Quarter,58.0,566.0,-14.8,277.0,3.4,Leisure and Hospitality,48225.0
1094,Howard County,Fourth Quarter,104.0,1354.0,12.2,345.0,3.6,Leisure and Hospitality,48227.0
1095,Hudspeth County,Fourth Quarter,5.0,19.0,0.0,486.0,3.2,Leisure and Hospitality,48229.0
1096,Hunt County,Fourth Quarter,162.0,2976.0,9.9,331.0,4.1,Leisure and Hospitality,48231.0
1097,Hutchinson County,Fourth Quarter,54.0,695.0,-2.1,265.0,-10.2,Leisure and Hospitality,48233.0
1098,Irion County,Fourth Quarter,3.0,,,,,Leisure and Hospitality,48235.0
1099,Jack County,Fourth Quarter,18.0,183.0,-10.7,302.0,9.0,Leisure and Hospitality,48237.0
1100,Jackson County,Fourth Quarter,24.0,314.0,7.9,267.0,-1.1,Leisure and Hospitality,48239.0
1101,Jasper County,Fourth Quarter,61.0,933.0,5.7,322.0,5.6,Leisure and Hospitality,48241.0
1102,Jeff Davis County,Fourth Quarter,15.0,204.0,0.0,356.0,7.9,Leisure and Hospitality,48243.0
1103,Jefferson County,Fourth Quarter,538.0,11561.0,-0.7,358.0,2.6,Leisure and Hospitality,48245.0
1104,Jim Hogg County,Fourth Quarter,14.0,71.0,12.7,336.0,-12.3,Leisure and Hospitality,48247.0
1105,Jim Wells County,Fourth Quarter,83.0,1589.0,11.4,257.0,5.3,Leisure and Hospitality,48249.0
1106,Johnson County,Fourth Quarter,279.0,4690.0,2.7,310.0,6.2,Leisure and Hospitality,48251.0
1107,Jones County,Fourth Quarter,25.0,172.0,17.0,228.0,-2.1,Leisure and Hospitality,48253.0
1108,Karnes County,Fourth Quarter,52.0,550.0,9.6,313.0,6.1,Leisure and Hospitality,48255.0
1109,Kaufman County,Fourth Quarter,199.0,3364.0,5.6,284.0,1.1,Leisure and Hospitality,48257.0
1110,Kendall County,Fourth Quarter,128.0,1906.0,5.5,429.0,9.2,Leisure and Hospitality,48259.0
1111,Kenedy County,Fourth Quarter,4.0,14.0,-53.3,1085.0,42.4,Leisure and Hospitality,48261.0
1112,Kent County,Fourth Quarter,2.0,,,,,Leisure and Hospitality,48263.0
1113,Kerr County,Fourth Quarter,154.0,2381.0,4.4,479.0,-2.8,Leisure and Hospitality,48265.0
1114,Kimble County,Fourth Quarter,28.0,283.0,8.0,395.0,13.5,Leisure and Hospitality,48267.0
1115,Kinney County,Fourth Quarter,8.0,23.0,0.0,225.0,0.0,Leisure and Hospitality,48271.0
1116,Kleberg County,Fourth Quarter,76.0,1501.0,1.2,283.0,-1.0,Leisure and Hospitality,48273.0
1117,Knox County,Fourth Quarter,13.0,62.0,51.2,262.0,22.4,Leisure and Hospitality,48275.0
1118,Lamar County,Fourth Quarter,120.0,1921.0,-2.6,304.0,3.8,Leisure and Hospitality,48277.0
1119,Lamb County,Fourth Quarter,16.0,205.0,10.8,221.0,8.3,Leisure and Hospitality,48279.0
1120,Lampasas County,Fourth Quarter,34.0,437.0,-5.6,295.0,5.4,Leisure and Hospitality,48281.0
1121,La Salle County,Fourth Quarter,32.0,340.0,17.2,337.0,5.3,Leisure and Hospitality,48283.0
1122,Lavaca County,Fourth Quarter,36.0,342.0,10.7,300.0,-0.7,Leisure and Hospitality,48285.0
1123,Lee County,Fourth Quarter,32.0,364.0,-1.9,331.0,5.8,Leisure and Hospitality,48287.0
1124,Leon County,Fourth Quarter,36.0,458.0,-4.2,368.0,10.2,Leisure and Hospitality,48289.0
1125,Liberty County,Fourth Quarter,87.0,1459.0,-1.6,354.0,8.6,Leisure and Hospitality,48291.0
1126,Limestone County,Fourth Quarter,43.0,436.0,3.3,270.0,-4.6,Leisure and Hospitality,48293.0
1127,Lipscomb County,Fourth Quarter,3.0,,,,,Leisure and Hospitality,48295.0
1128,Live Oak County,Fourth Quarter,44.0,411.0,8.2,293.0,3.9,Leisure and Hospitality,48297.0
1129,Llano County,Fourth Quarter,49.0,1185.0,-3.7,578.0,6.1,Leisure and Hospitality,48299.0
1130,Loving County,Fourth Quarter,2.0,,,,,Leisure and Hospitality,48301.0
1131,Lubbock County,Fourth Quarter,758.0,18699.0,1.8,334.0,3.7,Leisure and Hospitality,48303.0
1132,Lynn County,Fourth Quarter,10.0,44.0,91.3,1660.0,403.0,Leisure and Hospitality,48305.0
1133,McCulloch County,Fourth Quarter,24.0,254.0,-15.1,302.0,2.4,Leisure and Hospitality,48307.0
1134,McLennan County,Fourth Quarter,578.0,11651.0,1.6,320.0,4.6,Leisure and Hospitality,48309.0
1135,McMullen County,Fourth Quarter,3.0,,,,,Leisure and Hospitality,48311.0
1136,Madison County,Fourth Quarter,35.0,511.0,-8.4,267.0,3.9,Leisure and Hospitality,48313.0
1137,Marion County,Fourth Quarter,23.0,324.0,-3.9,278.0,0.7,Leisure and Hospitality,48315.0
1138,Martin County,Fourth Quarter,9.0,114.0,70.1,271.0,-17.6,Leisure and Hospitality,48317.0
1139,Mason County,Fourth Quarter,17.0,121.0,-18.2,300.0,8.7,Leisure and Hospitality,48319.0
1140,Matagorda County,Fourth Quarter,100.0,1138.0,2.6,331.0,6.8,Leisure and Hospitality,48321.0
1141,Maverick County,Fourth Quarter,85.0,1508.0,-6.5,303.0,-7.6,Leisure and Hospitality,48323.0
1142,Medina County,Fourth Quarter,79.0,1047.0,3.5,296.0,-23.5,Leisure and Hospitality,48325.0
1143,Menard County,Fourth Quarter,6.0,31.0,-3.1,330.0,35.2,Leisure and Hospitality,48327.0
1144,Midland County,Fourth Quarter,378.0,9480.0,6.2,418.0,5.3,Leisure and Hospitality,48329.0
