,Area Name,Quarter,No Of Establishments,Employment,One-Year Employment Gain/Loss (Percent),Average Weekly Wages,On-Year Weekly Wages Gain/Loss (Percent),Industry,FIPS
104,Hays County,Second Quarter,52.0,282.0,17.0,938.0,-1.6,Natural Resources and Mining,48209.0
105,Hemphill County,Second Quarter,52.0,517.0,30.2,1443.0,-3.8,Natural Resources and Mining,48211.0
106,Henderson County,Second Quarter,61.0,306.0,7.7,840.0,2.7,Natural Resources and Mining,48213.0
107,Hidalgo County,Second Quarter,372.0,4069.0,-0.2,842.0,9.1,Natural Resources and Mining,48215.0
108,Hill County,Second Quarter,60.0,256.0,-16.3,838.0,-0.8,Natural Resources and Mining,48217.0
109,Hockley County,Second Quarter,192.0,2710.0,15.3,1332.0,7.4,Natural Resources and Mining,48219.0
110,Hood County,Second Quarter,73.0,1426.0,-13.3,1367.0,8.5,Natural Resources and Mining,48221.0
111,Hopkins County,Second Quarter,37.0,285.0,-12.0,840.0,-16.8,Natural Resources and Mining,48223.0
112,Houston County,Second Quarter,40.0,194.0,-8.5,1098.0,-6.2,Natural Resources and Mining,48225.0
113,Howard County,Second Quarter,139.0,1131.0,24.3,1315.0,11.9,Natural Resources and Mining,48227.0
114,Hudspeth County,Second Quarter,20.0,165.0,-4.1,643.0,15.6,Natural Resources and Mining,48229.0
115,Hunt County,Second Quarter,26.0,130.0,28.7,907.0,8.1,Natural Resources and Mining,48231.0
116,Hutchinson County,Second Quarter,75.0,1383.0,-5.5,1845.0,5.4,Natural Resources and Mining,48233.0
117,Irion County,Second Quarter,20.0,413.0,-29.8,1463.0,6.7,Natural Resources and Mining,48235.0
118,Jack County,Second Quarter,47.0,821.0,8.2,1564.0,18.1,Natural Resources and Mining,48237.0
119,Jackson County,Second Quarter,79.0,,,,,Natural Resources and Mining,48239.0
120,Jasper County,Second Quarter,35.0,174.0,6.1,908.0,-2.6,Natural Resources and Mining,48241.0
121,Jeff Davis County,Second Quarter,11.0,233.0,-13.7,610.0,-6.7,Natural Resources and Mining,48243.0
122,Jefferson County,Second Quarter,82.0,548.0,-35.8,1367.0,5.9,Natural Resources and Mining,48245.0
123,Jim Hogg County,Second Quarter,19.0,106.0,-4.5,1053.0,-0.1,Natural Resources and Mining,48247.0
124,Jim Wells County,Second Quarter,105.0,3014.0,35.6,1573.0,4.7,Natural Resources and Mining,48249.0
125,Johnson County,Second Quarter,72.0,1655.0,25.0,1211.0,8.2,Natural Resources and Mining,48251.0
126,Jones County,Second Quarter,44.0,255.0,-7.3,757.0,18.7,Natural Resources and Mining,48253.0
127,Karnes County,Second Quarter,51.0,707.0,-23.6,1313.0,-12.8,Natural Resources and Mining,48255.0
128,Kaufman County,Second Quarter,28.0,174.0,4.2,652.0,4.2,Natural Resources and Mining,48257.0
129,Kendall County,Second Quarter,54.0,272.0,28.9,1687.0,-7.9,Natural Resources and Mining,48259.0
130,Kenedy County,Second Quarter,5.0,,,,,Natural Resources and Mining,48261.0
131,Kent County,Second Quarter,5.0,,,,,Natural Resources and Mining,48263.0
132,Kerr County,Second Quarter,47.0,178.0,-1.1,721.0,14.3,Natural Resources and Mining,48265.0
133,Kimble County,Second Quarter,15.0,,,,,Natural Resources and Mining,48267.0
134,King County,Second Quarter,5.0,10.0,-23.1,589.0,16.2,Natural Resources and Mining,48269.0
135,Kinney County,Second Quarter,12.0,26.0,8.3,507.0,-10.4,Natural Resources and Mining,48271.0
136,Kleberg County,Second Quarter,26.0,501.0,0.0,839.0,17.3,Natural Resources and Mining,48273.0
137,Knox County,Second Quarter,39.0,177.0,-24.7,951.0,-10.6,Natural Resources and Mining,48275.0
138,Lamar County,Second Quarter,22.0,193.0,-4.9,741.0,1.4,Natural Resources and Mining,48277.0
139,Lamb County,Second Quarter,186.0,990.0,7.5,675.0,4.7,Natural Resources and Mining,48279.0
140,Lampasas County,Second Quarter,17.0,57.0,-16.2,692.0,-17.3,Natural Resources and Mining,48281.0
141,La Salle County,Second Quarter,46.0,1352.0,12.9,1861.0,24.5,Natural Resources and Mining,48283.0
142,Lavaca County,Second Quarter,39.0,312.0,12.6,839.0,10.4,Natural Resources and Mining,48285.0
143,Lee County,Second Quarter,44.0,593.0,-0.5,866.0,-5.6,Natural Resources and Mining,48287.0
144,Leon County,Second Quarter,43.0,521.0,-29.2,1127.0,-8.5,Natural Resources and Mining,48289.0
145,Liberty County,Second Quarter,71.0,844.0,-3.2,1188.0,1.7,Natural Resources and Mining,48291.0
146,Limestone County,Second Quarter,32.0,368.0,9.2,1526.0,-1.9,Natural Resources and Mining,48293.0
147,Lipscomb County,Second Quarter,26.0,191.0,4.9,917.0,22.6,Natural Resources and Mining,48295.0
148,Live Oak County,Second Quarter,49.0,778.0,52.3,1303.0,9.6,Natural Resources and Mining,48297.0
149,Llano County,Second Quarter,23.0,62.0,6.9,601.0,5.3,Natural Resources and Mining,48299.0
150,Loving County,Second Quarter,4.0,30.0,,1132.0,,Natural Resources and Mining,48301.0
151,Lubbock County,Second Quarter,263.0,1360.0,2.1,917.0,10.0,Natural Resources and Mining,48303.0
152,Lynn County,Second Quarter,94.0,375.0,13.3,723.0,7.7,Natural Resources and Mining,48305.0
153,McCulloch County,Second Quarter,40.0,468.0,8.8,1085.0,7.7,Natural Resources and Mining,48307.0
154,McLennan County,Second Quarter,65.0,282.0,5.6,741.0,-3.4,Natural Resources and Mining,48309.0
155,McMullen County,Second Quarter,25.0,,,,,Natural Resources and Mining,48311.0
156,Madison County,Second Quarter,27.0,721.0,-16.1,727.0,11.3,Natural Resources and Mining,48313.0
157,Marion County,Second Quarter,4.0,9.0,,592.0,,Natural Resources and Mining,48315.0
158,Martin County,Second Quarter,80.0,,,,,Natural Resources and Mining,48317.0
159,Mason County,Second Quarter,31.0,144.0,10.8,698.0,1.3,Natural Resources and Mining,48319.0
160,Matagorda County,Second Quarter,112.0,768.0,10.7,865.0,18.0,Natural Resources and Mining,48321.0
161,Maverick County,Second Quarter,30.0,489.0,-11.9,654.0,-0.8,Natural Resources and Mining,48323.0
162,Medina County,Second Quarter,98.0,624.0,31.4,1078.0,23.5,Natural Resources and Mining,48325.0
163,Menard County,Second Quarter,9.0,18.0,-30.8,463.0,-8.0,Natural Resources and Mining,48327.0
164,Midland County,Second Quarter,889.0,21992.0,19.9,2378.0,15.0,Natural Resources and Mining,48329.0
165,Milam County,Second Quarter,45.0,209.0,-2.8,937.0,-0.2,Natural Resources and Mining,48331.0
166,Mills County,Second Quarter,15.0,85.0,2.4,496.0,-3.5,Natural Resources and Mining,48333.0
167,Mitchell County,Second Quarter,38.0,257.0,4.9,1056.0,3.0,Natural Resources and Mining,48335.0
168,Montague County,Second Quarter,57.0,666.0,-1.3,1148.0,-14.1,Natural Resources and Mining,48337.0
169,Montgomery County,Second Quarter,272.0,4519.0,-3.7,2668.0,-7.0,Natural Resources and Mining,48339.0
170,Moore County,Second Quarter,84.0,1081.0,11.3,981.0,-0.7,Natural Resources and Mining,48341.0
171,Morris County,Second Quarter,8.0,41.0,20.6,491.0,1.9,Natural Resources and Mining,48343.0
172,Motley County,Second Quarter,10.0,41.0,17.1,632.0,-6.9,Natural Resources and Mining,48345.0
173,Nacogdoches County,Second Quarter,71.0,416.0,3.2,806.0,2.5,Natural Resources and Mining,48347.0
174,Navarro County,Second Quarter,36.0,267.0,14.6,610.0,12.1,Natural Resources and Mining,48349.0
175,Newton County,Second Quarter,14.0,103.0,5.1,723.0,6.2,Natural Resources and Mining,48351.0
176,Nolan County,Second Quarter,45.0,219.0,11.2,1264.0,25.9,Natural Resources and Mining,48353.0
177,Nueces County,Second Quarter,290.0,3620.0,19.3,1627.0,-1.9,Natural Resources and Mining,48355.0
178,Ochiltree County,Second Quarter,99.0,1515.0,7.5,1128.0,-4.6,Natural Resources and Mining,48357.0
179,Oldham County,Second Quarter,23.0,111.0,,794.0,,Natural Resources and Mining,48359.0
180,Orange County,Second Quarter,21.0,113.0,25.6,1007.0,-21.8,Natural Resources and Mining,48361.0
181,Palo Pinto County,Second Quarter,33.0,797.0,53.9,1231.0,34.5,Natural Resources and Mining,48363.0
182,Panola County,Second Quarter,59.0,872.0,2.3,1185.0,12.3,Natural Resources and Mining,48365.0
183,Parker County,Second Quarter,158.0,1917.0,9.8,1599.0,32.6,Natural Resources and Mining,48367.0
184,Parmer County,Second Quarter,106.0,1363.0,2.7,705.0,6.2,Natural Resources and Mining,48369.0
185,Pecos County,Second Quarter,68.0,742.0,18.0,1188.0,5.5,Natural Resources and Mining,48371.0
186,Polk County,Second Quarter,39.0,185.0,-2.1,819.0,-3.1,Natural Resources and Mining,48373.0
187,Potter County,Second Quarter,105.0,738.0,5.3,1209.0,-12.7,Natural Resources and Mining,48375.0
188,Presidio County,Second Quarter,19.0,309.0,-33.1,655.0,5.1,Natural Resources and Mining,48377.0
189,Rains County,Second Quarter,12.0,47.0,17.5,491.0,-1.4,Natural Resources and Mining,48379.0
190,Randall County,Second Quarter,76.0,374.0,-2.1,752.0,-3.0,Natural Resources and Mining,48381.0
191,Reagan County,Second Quarter,51.0,648.0,32.2,1123.0,7.7,Natural Resources and Mining,48383.0
192,Real County,Second Quarter,9.0,22.0,-29.0,624.0,6.1,Natural Resources and Mining,48385.0
193,Red River County,Second Quarter,35.0,139.0,6.1,1251.0,38.1,Natural Resources and Mining,48387.0
194,Reeves County,Second Quarter,52.0,528.0,49.2,1248.0,32.3,Natural Resources and Mining,48389.0
195,Refugio County,Second Quarter,40.0,352.0,1.1,1093.0,2.5,Natural Resources and Mining,48391.0
196,Roberts County,Second Quarter,12.0,,,,,Natural Resources and Mining,48393.0
197,Robertson County,Second Quarter,58.0,506.0,-1.9,994.0,4.1,Natural Resources and Mining,48395.0
198,Rockwall County,Second Quarter,21.0,116.0,65.7,1150.0,-12.7,Natural Resources and Mining,48397.0
199,Runnels County,Second Quarter,39.0,123.0,-3.9,649.0,7.5,Natural Resources and Mining,48399.0
200,Rusk County,Second Quarter,60.0,1169.0,3.4,1326.0,-15.2,Natural Resources and Mining,48401.0
201,Sabine County,Second Quarter,11.0,100.0,11.1,1536.0,-5.5,Natural Resources and Mining,48403.0
202,San Augustine County,Second Quarter,16.0,,,,,Natural Resources and Mining,48405.0
203,San Jacinto County,Second Quarter,8.0,14.0,-41.7,688.0,-3.8,Natural Resources and Mining,48407.0
204,San Patricio County,Second Quarter,107.0,751.0,-6.4,1047.0,-13.4,Natural Resources and Mining,48409.0
205,San Saba County,Second Quarter,39.0,240.0,-0.8,719.0,14.5,Natural Resources and Mining,48411.0
206,Schleicher County,Second Quarter,22.0,,,,,Natural Resources and Mining,48413.0
207,Scurry County,Second Quarter,76.0,1641.0,-5.1,1372.0,11.9,Natural Resources and Mining,48415.0
208,Shackelford County,Second Quarter,49.0,465.0,2.9,1252.0,18.9,Natural Resources and Mining,48417.0
209,Shelby County,Second Quarter,72.0,578.0,-25.1,694.0,-32.4,Natural Resources and Mining,48419.0
210,Sherman County,Second Quarter,31.0,423.0,-4.9,755.0,0.5,Natural Resources and Mining,48421.0
211,Smith County,Second Quarter,203.0,2790.0,-2.7,1219.0,-1.1,Natural Resources and Mining,48423.0
212,Somervell County,Second Quarter,8.0,76.0,72.7,1131.0,-68.5,Natural Resources and Mining,48425.0
213,Starr County,Second Quarter,22.0,222.0,-11.2,898.0,-6.7,Natural Resources and Mining,48427.0
214,Stephens County,Second Quarter,63.0,414.0,19.3,953.0,0.4,Natural Resources and Mining,48429.0
215,Sterling County,Second Quarter,26.0,155.0,1.3,1148.0,-0.7,Natural Resources and Mining,48431.0
216,Stonewall County,Second Quarter,16.0,86.0,34.4,1120.0,54.5,Natural Resources and Mining,48433.0
217,Sutton County,Second Quarter,43.0,341.0,7.9,1738.0,-0.7,Natural Resources and Mining,48435.0
218,Swisher County,Second Quarter,57.0,349.0,3.3,744.0,2.2,Natural Resources and Mining,48437.0
219,Tarrant County,Second Quarter,404.0,8526.0,1.4,1876.0,0.3,Natural Resources and Mining,48439.0
220,Taylor County,Second Quarter,134.0,1127.0,18.5,1301.0,22.3,Natural Resources and Mining,48441.0
221,Terrell County,Second Quarter,8.0,10.0,0.0,574.0,23.4,Natural Resources and Mining,48443.0
222,Terry County,Second Quarter,151.0,1022.0,18.7,1262.0,14.4,Natural Resources and Mining,48445.0
223,Throckmorton County,Second Quarter,19.0,77.0,-12.5,610.0,-12.6,Natural Resources and Mining,48447.0
224,Titus County,Second Quarter,21.0,206.0,-26.2,1123.0,-21.7,Natural Resources and Mining,48449.0
225,Tom Green County,Second Quarter,181.0,1429.0,7.6,1059.0,5.3,Natural Resources and Mining,48451.0
226,Travis County,Second Quarter,211.0,2396.0,5.3,3039.0,14.3,Natural Resources and Mining,48453.0
227,Trinity County,Second Quarter,7.0,37.0,,992.0,,Natural Resources and Mining,48455.0
228,Tyler County,Second Quarter,24.0,164.0,2.5,873.0,0.3,Natural Resources and Mining,48457.0
229,Upshur County,Second Quarter,24.0,98.0,-46.2,1011.0,15.8,Natural Resources and Mining,48459.0
230,Upton County,Second Quarter,27.0,459.0,7.2,1733.0,10.5,Natural Resources and Mining,48461.0
231,Uvalde County,Second Quarter,82.0,797.0,-24.7,587.0,18.6,Natural Resources and Mining,48463.0
232,Val Verde County,Second Quarter,29.0,152.0,38.2,995.0,60.0,Natural Resources and Mining,48465.0
233,Van Zandt County,Second Quarter,57.0,511.0,5.1,582.0,1.0,Natural Resources and Mining,48467.0
234,Victoria County,Second Quarter,137.0,2323.0,35.9,1488.0,8.1,Natural Resources and Mining,48469.0
235,Walker County,Second Quarter,31.0,137.0,-17.0,1013.0,21.5,Natural Resources and Mining,48471.0
236,Waller County,Second Quarter,57.0,532.0,22.3,1248.0,-1.5,Natural Resources and Mining,48473.0
237,Ward County,Second Quarter,83.0,1382.0,22.1,1462.0,18.0,Natural Resources and Mining,48475.0
238,Washington County,Second Quarter,65.0,261.0,-6.1,816.0,4.1,Natural Resources and Mining,48477.0
239,Webb County,Second Quarter,111.0,2104.0,27.8,1203.0,-3.6,Natural Resources and Mining,48479.0
240,Wharton County,Second Quarter,199.0,2300.0,0.3,812.0,8.0,Natural Resources and Mining,48481.0
241,Wheeler County,Second Quarter,46.0,432.0,-0.2,1253.0,20.7,Natural Resources and Mining,48483.0
242,Wichita County,Second Quarter,170.0,941.0,-10.1,1242.0,14.3,Natural Resources and Mining,48485.0
243,Wilbarger County,Second Quarter,29.0,251.0,1.2,636.0,3.8,Natural Resources and Mining,48487.0
244,Willacy County,Second Quarter,67.0,333.0,8.5,670.0,7.9,Natural Resources and Mining,48489.0
245,Williamson County,Second Quarter,73.0,1178.0,7.3,906.0,-4.9,Natural Resources and Mining,48491.0
246,Wilson County,Second Quarter,42.0,317.0,5.3,883.0,-1.3,Natural Resources and Mining,48493.0
247,Winkler County,Second Quarter,50.0,638.0,5.8,1465.0,2.7,Natural Resources and Mining,48495.0
248,Wise County,Second Quarter,120.0,1820.0,0.8,1382.0,13.2,Natural Resources and Mining,48497.0
249,Wood County,Second Quarter,39.0,339.0,-0.6,965.0,1.3,Natural Resources and Mining,48499.0
250,Yoakum County,Second Quarter,89.0,1406.0,-12.7,1250.0,17.7,Natural Resources and Mining,48501.0
251,Young County,Second Quarter,122.0,682.0,-4.1,1077.0,8.4,Natural Resources and Mining,48503.0
252,Zapata County,Second Quarter,23.0,1118.0,41.5,1284.0,22.8,Natural Resources and Mining,48505.0
254, ,,,,,,,,
0,Anderson County,Second Quarter,32.0,70.0,159.3,822.0,-5.5,Unclassified,48001.0
1,Andrews County,Second Quarter,2.0,1.0,-50.0,1059.0,610.7,Unclassified,48003.0
2,Angelina County,Second Quarter,3.0,5.0,,529.0,,Unclassified,48005.0
3,Aransas County,Second Quarter,8.0,16.0,700.0,501.0,54.6,Unclassified,48007.0
4,Atascosa County,Second Quarter,7.0,13.0,85.7,555.0,-11.1,Unclassified,48013.0
5,Austin County,Second Quarter,20.0,43.0,10.3,1455.0,24.1,Unclassified,48015.0
6,Bailey County,Second Quarter,5.0,,,,,Unclassified,48017.0
7,Bandera County,Second Quarter,1.0,0.0,-100.0,0.0,-100.0,Unclassified,48019.0
8,Bastrop County,Second Quarter,10.0,24.0,-29.4,647.0,83.3,Unclassified,48021.0
9,Bee County,Second Quarter,4.0,8.0,60.0,446.0,27.1,Unclassified,48025.0
10,Bell County,Second Quarter,29.0,45.0,181.3,489.0,-11.6,Unclassified,48027.0
11,Bexar County,Second Quarter,297.0,559.0,154.1,587.0,-9.8,Unclassified,48029.0
12,Blanco County,Second Quarter,1.0,,,,,Unclassified,48031.0
13,Bosque County,Second Quarter,1.0,5.0,66.7,386.0,17.3,Unclassified,48035.0
14,Bowie County,Second Quarter,19.0,31.0,-8.8,588.0,28.9,Unclassified,48037.0
15,Brazoria County,Second Quarter,32.0,70.0,204.3,640.0,-7.4,Unclassified,48039.0
16,Brazos County,Second Quarter,47.0,121.0,236.1,371.0,-14.1,Unclassified,48041.0
17,Brewster County,Second Quarter,2.0,3.0,,890.0,,Unclassified,48043.0
18,Briscoe County,Second Quarter,1.0,1.0,,337.0,,Unclassified,48045.0
19,Brooks County,Second Quarter,1.0,0.0,,486.0,35.8,Unclassified,48047.0
20,Brown County,Second Quarter,5.0,15.0,,466.0,,Unclassified,48049.0
21,Burleson County,Second Quarter,7.0,18.0,260.0,363.0,19.4,Unclassified,48051.0
22,Burnet County,Second Quarter,7.0,13.0,44.4,599.0,12.0,Unclassified,48053.0
23,Caldwell County,Second Quarter,3.0,10.0,-23.1,711.0,38.3,Unclassified,48055.0
24,Calhoun County,Second Quarter,6.0,11.0,120.0,954.0,394.3,Unclassified,48057.0
25,Cameron County,Second Quarter,51.0,134.0,123.3,539.0,-1.6,Unclassified,48061.0
26,Camp County,Second Quarter,2.0,,,,,Unclassified,48063.0
27,Carson County,Second Quarter,2.0,4.0,-20.0,782.0,12.2,Unclassified,48065.0
28,Cass County,Second Quarter,4.0,9.0,,212.0,138.2,Unclassified,48067.0
29,Castro County,Second Quarter,3.0,,,,,Unclassified,48069.0
30,Chambers County,Second Quarter,9.0,18.0,20.0,312.0,-19.6,Unclassified,48071.0
31,Cherokee County,Second Quarter,5.0,10.0,,259.0,,Unclassified,48073.0
32,Cochran County,Second Quarter,2.0,,,,,Unclassified,48079.0
33,Coleman County,Second Quarter,2.0,,,,,Unclassified,48083.0
34,Collin County,Second Quarter,250.0,421.0,34.9,880.0,18.6,Unclassified,48085.0
35,Collingsworth County,Second Quarter,2.0,,,,,Unclassified,48087.0
36,Colorado County,Second Quarter,2.0,9.0,,323.0,,Unclassified,48089.0
37,Comal County,Second Quarter,21.0,31.0,-16.2,666.0,-10.1,Unclassified,48091.0
38,Comanche County,Second Quarter,1.0,4.0,,648.0,,Unclassified,48093.0
39,Cooke County,Second Quarter,5.0,10.0,-60.0,587.0,17.4,Unclassified,48097.0
40,Coryell County,Second Quarter,12.0,20.0,300.0,1368.0,65.6,Unclassified,48099.0
41,Cottle County,Second Quarter,1.0,2.0,,423.0,,Unclassified,48101.0
42,Crane County,Second Quarter,1.0,0.0,,0.0,,Unclassified,48103.0
43,Crosby County,Second Quarter,3.0,,,,,Unclassified,48107.0
44,Dallam County,Second Quarter,8.0,14.0,40.0,304.0,-17.4,Unclassified,48111.0
45,Dallas County,Second Quarter,752.0,1354.0,66.3,785.0,3.2,Unclassified,48113.0
46,Dawson County,Second Quarter,4.0,9.0,50.0,585.0,13.8,Unclassified,48115.0
47,Deaf Smith County,Second Quarter,2.0,3.0,,563.0,,Unclassified,48117.0
48,Denton County,Second Quarter,114.0,200.0,56.3,844.0,-19.1,Unclassified,48121.0
49,DeWitt County,Second Quarter,4.0,9.0,,476.0,,Unclassified,48123.0
50,Dimmit County,Second Quarter,4.0,,,,,Unclassified,48127.0
51,Donley County,Second Quarter,2.0,,,,,Unclassified,48129.0
52,Duval County,Second Quarter,2.0,,,,,Unclassified,48131.0
53,Eastland County,Second Quarter,1.0,1.0,,1635.0,,Unclassified,48133.0
54,Ector County,Second Quarter,13.0,37.0,640.0,609.0,-16.0,Unclassified,48135.0
55,Ellis County,Second Quarter,25.0,38.0,216.7,609.0,1.7,Unclassified,48139.0
56,El Paso County,Second Quarter,123.0,221.0,132.6,563.0,13.5,Unclassified,48141.0
57,Erath County,Second Quarter,6.0,10.0,900.0,474.0,76.9,Unclassified,48143.0
58,Falls County,Second Quarter,2.0,6.0,-33.3,783.0,31.8,Unclassified,48145.0
59,Fannin County,Second Quarter,2.0,5.0,25.0,861.0,247.2,Unclassified,48147.0
60,Fayette County,Second Quarter,7.0,18.0,200.0,371.0,-50.8,Unclassified,48149.0
61,Fisher County,Second Quarter,5.0,,,,,Unclassified,48151.0
62,Floyd County,Second Quarter,4.0,,,,,Unclassified,48153.0
63,Foard County,Second Quarter,2.0,,,,,Unclassified,48155.0
64,Fort Bend County,Second Quarter,153.0,214.0,84.5,576.0,-20.8,Unclassified,48157.0
65,Franklin County,Second Quarter,1.0,9.0,,497.0,,Unclassified,48159.0
66,Freestone County,Second Quarter,4.0,10.0,,436.0,,Unclassified,48161.0
67,Frio County,Second Quarter,3.0,,,,,Unclassified,48163.0
68,Gaines County,Second Quarter,3.0,15.0,150.0,721.0,-44.2,Unclassified,48165.0
69,Galveston County,Second Quarter,77.0,159.0,114.9,648.0,6.1,Unclassified,48167.0
70,Garza County,Second Quarter,2.0,,,,,Unclassified,48169.0
71,Gillespie County,Second Quarter,8.0,16.0,45.5,569.0,78.4,Unclassified,48171.0
72,Goliad County,Second Quarter,1.0,0.0,,0.0,,Unclassified,48175.0
73,Gonzales County,Second Quarter,2.0,5.0,-28.6,398.0,-30.2,Unclassified,48177.0
74,Gray County,Second Quarter,4.0,29.0,,315.0,-64.6,Unclassified,48179.0
75,Grayson County,Second Quarter,22.0,45.0,21.6,637.0,68.5,Unclassified,48181.0
76,Gregg County,Second Quarter,14.0,26.0,13.0,413.0,-12.7,Unclassified,48183.0
77,Grimes County,Second Quarter,2.0,3.0,,1392.0,,Unclassified,48185.0
78,Guadalupe County,Second Quarter,18.0,37.0,131.3,552.0,-20.5,Unclassified,48187.0
79,Hale County,Second Quarter,7.0,8.0,14.3,612.0,17.2,Unclassified,48189.0
80,Hall County,Second Quarter,1.0,2.0,0.0,514.0,-14.8,Unclassified,48191.0
81,Hansford County,Second Quarter,3.0,,,,,Unclassified,48195.0
82,Hardeman County,Second Quarter,2.0,,,,,Unclassified,48197.0
83,Hardin County,Second Quarter,4.0,7.0,,576.0,,Unclassified,48199.0
84,Harris County,Second Quarter,1011.0,1852.0,71.6,669.0,7.2,Unclassified,48201.0
85,Harrison County,Second Quarter,8.0,25.0,212.5,278.0,-49.7,Unclassified,48203.0
86,Haskell County,Second Quarter,3.0,,,,,Unclassified,48207.0
87,Hays County,Second Quarter,21.0,31.0,210.0,536.0,0.9,Unclassified,48209.0
88,Hemphill County,Second Quarter,1.0,1.0,,577.0,,Unclassified,48211.0
89,Henderson County,Second Quarter,4.0,12.0,300.0,502.0,161.5,Unclassified,48213.0
90,Hidalgo County,Second Quarter,147.0,254.0,209.8,472.0,76.1,Unclassified,48215.0
91,Hill County,Second Quarter,3.0,16.0,1500.0,224.0,-85.4,Unclassified,48217.0
92,Hockley County,Second Quarter,4.0,14.0,1300.0,572.0,155.4,Unclassified,48219.0
93,Hood County,Second Quarter,10.0,23.0,,354.0,13.1,Unclassified,48221.0
94,Hopkins County,Second Quarter,5.0,12.0,500.0,514.0,56.7,Unclassified,48223.0
95,Houston County,Second Quarter,25.0,52.0,30.0,1405.0,14.7,Unclassified,48225.0
96,Howard County,Second Quarter,4.0,5.0,150.0,535.0,-44.8,Unclassified,48227.0
97,Hunt County,Second Quarter,7.0,23.0,283.3,367.0,8.3,Unclassified,48231.0
98,Hutchinson County,Second Quarter,2.0,2.0,,694.0,,Unclassified,48233.0
99,Jack County,Second Quarter,1.0,,,,,Unclassified,48237.0
100,Jackson County,Second Quarter,6.0,9.0,12.5,227.0,-15.9,Unclassified,48239.0
101,Jasper County,Second Quarter,3.0,10.0,900.0,608.0,14.3,Unclassified,48241.0
102,Jefferson County,Second Quarter,20.0,41.0,310.0,359.0,16.9,Unclassified,48245.0
103,Jim Wells County,Second Quarter,3.0,4.0,33.3,298.0,-3.9,Unclassified,48249.0
104,Johnson County,Second Quarter,26.0,41.0,156.3,517.0,-33.4,Unclassified,48251.0
105,Jones County,Second Quarter,1.0,0.0,-100.0,0.0,-100.0,Unclassified,48253.0
106,Karnes County,Second Quarter,4.0,,,,,Unclassified,48255.0
107,Kaufman County,Second Quarter,16.0,41.0,241.7,1135.0,79.9,Unclassified,48257.0
108,Kendall County,Second Quarter,8.0,10.0,-16.7,935.0,85.5,Unclassified,48259.0
109,Kenedy County,Second Quarter,1.0,1.0,,2226.0,,Unclassified,48261.0
110,Kent County,Second Quarter,1.0,1.0,0.0,49.0,-86.5,Unclassified,48263.0
111,Kerr County,Second Quarter,4.0,5.0,25.0,640.0,96.3,Unclassified,48265.0
112,Kimble County,Second Quarter,1.0,,,,,Unclassified,48267.0
113,Kleberg County,Second Quarter,4.0,7.0,600.0,264.0,10.0,Unclassified,48273.0
114,Knox County,Second Quarter,2.0,2.0,,301.0,,Unclassified,48275.0
115,Lamar County,Second Quarter,3.0,14.0,27.3,278.0,-20.8,Unclassified,48277.0
116,Lamb County,Second Quarter,7.0,7.0,0.0,371.0,-17.4,Unclassified,48279.0
117,Lampasas County,Second Quarter,3.0,2.0,-60.0,352.0,-26.4,Unclassified,48281.0
118,La Salle County,Second Quarter,3.0,8.0,166.7,744.0,-12.5,Unclassified,48283.0
119,Lavaca County,Second Quarter,5.0,6.0,-25.0,503.0,116.8,Unclassified,48285.0
120,Lee County,Second Quarter,1.0,3.0,50.0,1167.0,-23.0,Unclassified,48287.0
121,Leon County,Second Quarter,4.0,14.0,180.0,239.0,-48.4,Unclassified,48289.0
122,Liberty County,Second Quarter,5.0,32.0,45.5,881.0,63.8,Unclassified,48291.0
123,Limestone County,Second Quarter,2.0,6.0,-45.5,333.0,37.0,Unclassified,48293.0
124,Lipscomb County,Second Quarter,1.0,,,,,Unclassified,48295.0
125,Llano County,Second Quarter,1.0,3.0,-40.0,744.0,80.1,Unclassified,48299.0
126,Lubbock County,Second Quarter,43.0,85.0,347.4,444.0,-18.2,Unclassified,48303.0
127,Lynn County,Second Quarter,2.0,3.0,0.0,661.0,36.3,Unclassified,48305.0
128,McCulloch County,Second Quarter,2.0,2.0,,451.0,,Unclassified,48307.0
129,McLennan County,Second Quarter,25.0,69.0,68.3,396.0,-8.5,Unclassified,48309.0
130,McMullen County,Second Quarter,1.0,3.0,,652.0,,Unclassified,48311.0
131,Madison County,Second Quarter,3.0,5.0,,458.0,,Unclassified,48313.0
132,Marion County,Second Quarter,2.0,0.0,,0.0,,Unclassified,48315.0
133,Martin County,Second Quarter,2.0,0.0,,0.0,,Unclassified,48317.0
134,Mason County,Second Quarter,2.0,,,,,Unclassified,48319.0
135,Matagorda County,Second Quarter,1.0,1.0,,500.0,,Unclassified,48321.0
136,Maverick County,Second Quarter,2.0,0.0,-100.0,0.0,-100.0,Unclassified,48323.0
137,Medina County,Second Quarter,4.0,5.0,400.0,272.0,-37.8,Unclassified,48325.0
138,Midland County,Second Quarter,36.0,64.0,23.1,586.0,-4.4,Unclassified,48329.0
139,Milam County,Second Quarter,2.0,1.0,-66.7,730.0,73.4,Unclassified,48331.0
140,Mills County,Second Quarter,1.0,,,,,Unclassified,48333.0
141,Montague County,Second Quarter,3.0,11.0,,427.0,,Unclassified,48337.0
142,Montgomery County,Second Quarter,94.0,150.0,59.6,742.0,-8.2,Unclassified,48339.0
143,Moore County,Second Quarter,4.0,7.0,-22.2,398.0,9.9,Unclassified,48341.0
